configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,step,mask_ratio,phase,blasst_threshold,total_tiles,baseline_kept_tiles,baseline_skipped_tiles,candidate_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,removed_new_maximum_tiles,maximum_selected_score,maximum_removed_row_mass,maximum_absolute_error,mean_relative_error,mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_mean_row_cosine,visible_mean_row_cosine
cumulative:k8:masked_max:0.0001:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.0001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.0001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.0003:all:score:newmax-none:current_step,cumulative,8,masked_max,0.0003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.0003:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.0003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.0003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.001:all:score:newmax-none:current_step,cumulative,8,masked_max,0.001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.001:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.003:all:score:newmax-none:current_step,cumulative,8,masked_max,0.003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.003:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:masked_max:0.01:all:score:newmax-none:current_step,cumulative,8,masked_max,0.01,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.0015813765348866582,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:masked_max:0.01:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.01,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.0021054628305137157,0.0060996427200734615,0.0022676587104797363,0.005701448768377304,0.9999940395355225,0.9999927282333374,0.00081366125959903,0.0059001389890909195,0.9999998807907104,0.9999938607215881
cumulative:k8:masked_max:0.01:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.01,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.0015813765348866582,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:masked_max:0.03:all:score:newmax-none:current_step,cumulative,8,masked_max,0.03,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.0021054628305137157,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:masked_max:0.03:all:traversal:newmax-none:current_step,cumulative,8,masked_max,0.03,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.0021054628305137157,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:masked_max:0.03:all:masked_mass:newmax-none:current_step,cumulative,8,masked_max,0.03,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.0021054628305137157,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:q99:0.0001:all:score:newmax-none:current_step,cumulative,8,q99,0.0001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.0001:all:traversal:newmax-none:current_step,cumulative,8,q99,0.0001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.0001:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.0001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.0003:all:score:newmax-none:current_step,cumulative,8,q99,0.0003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.0003:all:traversal:newmax-none:current_step,cumulative,8,q99,0.0003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.0003:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.0003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.001:all:score:newmax-none:current_step,cumulative,8,q99,0.001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.001:all:traversal:newmax-none:current_step,cumulative,8,q99,0.001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.001:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.003:all:score:newmax-none:current_step,cumulative,8,q99,0.003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.003:all:traversal:newmax-none:current_step,cumulative,8,q99,0.003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.003:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:q99:0.01:all:score:newmax-none:current_step,cumulative,8,q99,0.01,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.005515480879694223,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:q99:0.01:all:traversal:newmax-none:current_step,cumulative,8,q99,0.01,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.005999830551445484,0.0060996427200734615,0.0022676587104797363,0.005701448768377304,0.9999940395355225,0.9999927282333374,0.00081366125959903,0.0059001389890909195,0.9999998807907104,0.9999938607215881
cumulative:k8:q99:0.01:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.01,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.005515480879694223,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:q99:0.03:all:score:newmax-none:current_step,cumulative,8,q99,0.03,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.005999830551445484,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:q99:0.03:all:traversal:newmax-none:current_step,cumulative,8,q99,0.03,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.005999830551445484,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:q99:0.03:all:masked_mass:newmax-none:current_step,cumulative,8,q99,0.03,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.005999830551445484,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:sum_masked:0.0001:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.0001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.0001:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.0001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.0001:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.0001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.0003:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.0003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.0003:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.0003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.0003:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.0003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.001:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.001:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.001:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.003:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.003:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.003:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k8:sum_masked:0.01:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.01,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.0067669982090592384,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:sum_masked:0.01:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.01,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.007838837802410126,0.0060996427200734615,0.0022676587104797363,0.005701448768377304,0.9999940395355225,0.9999927282333374,0.00081366125959903,0.0059001389890909195,0.9999998807907104,0.9999938607215881
cumulative:k8:sum_masked:0.01:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.01,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,1,0.015625,0.02857142857142857,0,0.0067669982090592384,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k8:sum_masked:0.03:all:score:newmax-none:current_step,cumulative,8,sum_masked,0.03,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.007838837802410126,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:sum_masked:0.03:all:traversal:newmax-none:current_step,cumulative,8,sum_masked,0.03,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.007838837802410126,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k8:sum_masked:0.03:all:masked_mass:newmax-none:current_step,cumulative,8,sum_masked,0.03,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,3,2,0.03125,0.05714285714285714,0,0.007838837802410126,0.0060996427200734615,0.004619121551513672,0.011359541676938534,0.9999765753746033,0.9999704360961914,0.0015128639061003923,0.011759812943637371,0.9999997019767761,0.9999755620956421
cumulative:k16:all_max:0.0001:all:score:newmax-none:current_step,cumulative,16,all_max,0.0001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.0001:all:traversal:newmax-none:current_step,cumulative,16,all_max,0.0001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.0001:all:masked_mass:newmax-none:current_step,cumulative,16,all_max,0.0001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.0003:all:score:newmax-none:current_step,cumulative,16,all_max,0.0003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.0003:all:traversal:newmax-none:current_step,cumulative,16,all_max,0.0003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.0003:all:masked_mass:newmax-none:current_step,cumulative,16,all_max,0.0003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.001:all:score:newmax-none:current_step,cumulative,16,all_max,0.001,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.001:all:traversal:newmax-none:current_step,cumulative,16,all_max,0.001,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.001:all:masked_mass:newmax-none:current_step,cumulative,16,all_max,0.001,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.003:all:score:newmax-none:current_step,cumulative,16,all_max,0.003,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.003:all:traversal:newmax-none:current_step,cumulative,16,all_max,0.003,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.003:all:masked_mass:newmax-none:current_step,cumulative,16,all_max,0.003,all,masked_mass,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.9999997615814209,0.0,0.0,1.0,1.0
cumulative:k16:all_max:0.01:all:score:newmax-none:current_step,cumulative,16,all_max,0.01,all,score,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,1,0.015625,0.02857142857142857,0,0.005584401544183493,0.005584401544183493,0.0023300349712371826,0.005581170320510864,0.9999942183494568,0.9999924302101135,0.0006966666551306844,0.005779727827757597,1.0,0.9999939799308777
cumulative:k16:all_max:0.01:all:traversal:newmax-none:current_step,cumulative,16,all_max,0.01,all,traversal,none,current_step,4,0.7498776309348997,mid,0.4334796965122223,64,35,29,7,1,0.015625,0.02857142857142857,0,0.008162785321474075,0.008162785321474075,0.002934381365776062,0.006832536309957504,0.9999914169311523,0.9999879002571106,0.0007666120072826743,0.007079118862748146,1.0,0.9999909400939941
